Frames,Total Rotations,Average time per rotation (s),Rotations per 20 seconds,Mouse number,Hemisphere,Brain region,Stimulation,Time stim is ON (s),Session #,Control #,File name path,Video file,Time stim is OFF (s)
750,-2.4567734991368657,12.211137905280992,1.637848999424577,12,Right,SNr,50Hz,30.0,3.0,,/Users/Carolina/SLEAP_project/inference/12_right_SNr_50Hz_2.h5,12_right_SNr_50Hz_2,
250,0.5611620378857052,17.820164809574578,1.1223240757714104,12,Right,SNr,50Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/12_right_SNr_50Hz_2.h5,12_right_SNr_50Hz_2,10.0
500,-1.409778892671926,14.186621819890066,1.409778892671926,12,Right,SNr,50Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/12_right_SNr_50Hz_2.h5,12_right_SNr_50Hz_2,20.0
500,-0.7784807472499502,25.691065669448744,0.7784807472499502,12,Right,SNr,50Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/12_right_SNr_50Hz_2.h5,12_right_SNr_50Hz_2,20.0
750,-0.6997409859237995,42.8730067317608,0.4664939906158663,12,Right,SNr,50Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/12_right_SNr_50Hz_2.h5,12_right_SNr_50Hz_2,30.0
750,-1.1404945811724168,26.30437750011956,0.7603297207816112,12,Right,SNr,0Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz.h5,12_right_SNr_0Hz,
750,-1.0271434284492005,29.207216021714263,0.6847622856328002,12,Right,SNr,0Hz,30.0,2.0,,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz.h5,12_right_SNr_0Hz,
750,-4.027078613048827,7.449569000910949,2.684719075365885,12,Right,SNr,0Hz,30.0,3.0,,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz.h5,12_right_SNr_0Hz,
250,-0.4334901428779906,23.0685752935669,0.8669802857559812,12,Right,SNr,0Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz.h5,12_right_SNr_0Hz,10.0
500,0.2932594616495347,68.19899309472709,0.2932594616495347,12,Right,SNr,0Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz.h5,12_right_SNr_0Hz,20.0
500,1.405451998082702,14.2302974610899,1.405451998082702,12,Right,SNr,0Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz.h5,12_right_SNr_0Hz,20.0
750,0.3624572073457648,82.76839139077072,0.2416381382305099,12,Right,SNr,0Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz.h5,12_right_SNr_0Hz,30.0
750,-1.488764701412591,20.15093451069532,0.9925098009417276,12,Right,SNr,0Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz_2.h5,12_right_SNr_0Hz_2,
750,-0.7135149508755338,42.0453698457024,0.4756766339170226,12,Right,SNr,0Hz,30.0,2.0,,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz_2.h5,12_right_SNr_0Hz_2,
750,-1.7636921184351435,17.009771539160614,1.175794745623429,12,Right,SNr,0Hz,30.0,3.0,,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz_2.h5,12_right_SNr_0Hz_2,
250,0.0139249285819464,718.1365377316828,0.0278498571638929,12,Right,SNr,0Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz_2.h5,12_right_SNr_0Hz_2,10.0
500,-1.6147474322867488,12.385837933599744,1.614747432286749,12,Right,SNr,0Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz_2.h5,12_right_SNr_0Hz_2,20.0
500,0.04349596746333,459.8127404997096,0.04349596746333,12,Right,SNr,0Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz_2.h5,12_right_SNr_0Hz_2,20.0
750,0.5736296505806083,52.29855180888057,0.3824197670537388,12,Right,SNr,0Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz_2.h5,12_right_SNr_0Hz_2,30.0
750,-4.620746262866942,6.492457774858752,3.0804975085779613,12,Right,SNr,0Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz_3.h5,12_right_SNr_0Hz_3,
750,-1.5482573276543132,19.37662393980172,1.0321715517695422,12,Right,SNr,0Hz,30.0,2.0,,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz_3.h5,12_right_SNr_0Hz_3,
750,-2.080937877224646,14.416576452542207,1.387291918149764,12,Right,SNr,0Hz,30.0,3.0,,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz_3.h5,12_right_SNr_0Hz_3,
250,-0.1304851919133003,76.63704864414349,0.2609703838266007,12,Right,SNr,0Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz_3.h5,12_right_SNr_0Hz_3,10.0
500,0.5620617515939221,35.58327878259466,0.5620617515939221,12,Right,SNr,0Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz_3.h5,12_right_SNr_0Hz_3,20.0
500,0.6979285452286379,28.65622868806448,0.6979285452286379,12,Right,SNr,0Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz_3.h5,12_right_SNr_0Hz_3,20.0
750,0.113568780218511,264.15710323100024,0.075712520145674,12,Right,SNr,0Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/12_right_SNr_0Hz_3.h5,12_right_SNr_0Hz_3,30.0
500,-0.3088224780345547,64.76212524193967,0.3088224780345547,12,Left,SNr,50Hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/12_left_SNr_50Hz.h5,12_left_SNr_50Hz,
250,-0.4345120944995861,23.01431911007376,0.8690241889991722,12,Left,SNr,50Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_50Hz.h5,12_left_SNr_50Hz,10.0
250,0.0496372250349325,201.46170526177545,0.099274450069865,12,Left,SNr,50Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_50Hz.h5,12_left_SNr_50Hz,10.0
750,1.913460061021295,15.678404065558452,1.2756400406808637,12,Left,SNr,50Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/12_left_SNr_50Hz_2.h5,12_left_SNr_50Hz_2,
750,0.1990313743403913,150.7300047513756,0.1326875828935942,12,Left,SNr,50Hz,30.0,2.0,,/Users/Carolina/SLEAP_project/inference/12_left_SNr_50Hz_2.h5,12_left_SNr_50Hz_2,
750,0.8925840633092575,33.610279673574865,0.5950560422061717,12,Left,SNr,50Hz,30.0,3.0,,/Users/Carolina/SLEAP_project/inference/12_left_SNr_50Hz_2.h5,12_left_SNr_50Hz_2,
250,-0.8956180974979632,11.165473350679743,1.7912361949959263,12,Left,SNr,50Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_50Hz_2.h5,12_left_SNr_50Hz_2,10.0
500,-1.2543748130038523,15.94419769327637,1.2543748130038523,12,Left,SNr,50Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_50Hz_2.h5,12_left_SNr_50Hz_2,20.0
500,-0.6669203496781745,29.98858860679704,0.6669203496781745,12,Left,SNr,50Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_50Hz_2.h5,12_left_SNr_50Hz_2,20.0
750,0.8677666367090366,34.571506590497144,0.5785110911393577,12,Left,SNr,50Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_50Hz_2.h5,12_left_SNr_50Hz_2,30.0
500,-0.8639645784074653,23.149097196630144,0.8639645784074654,12,Left,SNr,50Hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/12_left_SNr_50Hz_4.h5,12_left_SNr_50Hz_4,
250,-1.0602308469314397,9.43190818201751,2.12046169386288,12,Left,SNr,50Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_50Hz_4.h5,12_left_SNr_50Hz_4,10.0
250,-0.1332053967424938,75.07203345020257,0.2664107934849876,12,Left,SNr,50Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/12_left_SNr_50Hz_4.h5,12_left_SNr_50Hz_4,10.0
750,0.5144751818136178,58.31185071793859,0.3429834545424118,12,Left,SNr,0Hz,30.0,1.0,,/Users/Carolina/SLEAP_project/inference/12_left_SNr_0Hz_3.h5,12_left_SNr_0Hz_3,
